4.81:14.8682177815635,-14.63:11.0187612733919,-2.23:16.3919827964771,-5.675:14.9936444869151,-8.275:14.2397111979141,-1.855:15.2178833942175,1.485:16.6778228495209,-0.255:16.6051189396523,-6.065:15.4641771523738,6.41:15.8114483840033,-2.675:16.1142599892145,-7.64:15.8496182919337,-11.82:11.6678018495345,-1.415:17.4543053428087,1.19:16.8559752016903,-6.5:16.15704180845,0.83:16.7532414773977,-9.19:15.0742794189308,0.14:15.5589331253785,-11.315:14.9721666768708,-5.2:16.2794348796265,-3.455:15.8741291099701,-8.11:15.1511682717868,-3.51:16.1307129414667,-3.22:13.3847525191914,3.15:16.0273984164617,-7.695:14.0581639981898,-5.68:16.2406157518734,2.07:16.3864303617353,-7.385:12.1744311982121,-0.19:16.1778830506343,0.795:15.5715437577653,1.275:16.2843291234242,-0.3:16.2708327998293,-3.535:13.5254861280473,-1.365:16.1824526880198,-4.75:14.7555921602625,-5.215:13.9906674251088,2.265:15.9127236826384,3.5:15.2131522045893,3.945:16.652086205638,0.305:14.9325809892329,-4.87:15.4775030285896,-9.965:12.7614174369464,-4.2:14.197182819137,2.145:14.8058763671726,0.57:14.9534310444125,-4.47:15.3450024437926,1.19:16.4512583105366,-8.21:14.6473854322196,-7.705:13.7912281904115,-0.215:15.3521586430052,1.48:14.8347430041777,0.04:15.8312475819185,-6.575:13.8605329984095,-9.52:13.5509999631024,-0.975:15.2100090401025,0.4:15.2170956493018,5.595:15.6569784760662,-8.89:14.3620298008325,-12.12:13.2934419922005,-8.05:15.0737354361817,8.635:15.374386979649,-5.745:15.5029021476625,-4.905:14.6101326140456,-1.14:15.1848740528198,5:15.560526983364,3.58:15.0799071615179,-0.22:17.3020692404117,5.545:16.1514078333748,-9.075:15.4272283641618,6.62:15.0188414999293,-4.585:15.3565222299842,-4.98:14.3899131338587,-3.31:15.1236205982562,-9.61:12.692040813045,0.135:16.4267091956971,-4:15.3648950533351,4.505:15.6313778983172,3.15:16.2815079154236,-1.545:14.3609879534801,-10.825:14.2071944802625,4.935:16.0860428633023,-2.09:14.7350568373522,0.325:16.7002806862639,7.505:15.724502376864,-9.825:14.6708682428819,-3.76:14.6048758981376,-5.345:14.4328089781581,-2.335:17.8539288393339,-5.02:15.7486380363509,-1.87:14.5087249612087,-1.88:14.8282028580675,-1.38:15.2897220380228,-3.77:15.4647049761707,0.26:15.3770088118593,4.15:16.0049211182061,-6.285:15.3890797320698,0.535:17.0214210628843,-7.4:14.2393820090621,
-8.78:13.4458766913876,-6.69:14.8433116251058,-13.735:12.1924064482775,-4.625:16.3628962900826,2.85:15.5893393060771,-5.52:16.2280497904092,-2.56:14.9049119420411,-7.355:14.4692423782311,6.9:16.3361562186458,6.395:15.4673519065159,-2.875:15.1095789153768,-11.215:13.7912571943242,-6.14:14.6772068187377,-6.975:15.5825022060002,-4.485:14.4117929141381,-2.965:16.1088104774996,-9.015:11.7789971984036,3.065:15.4683798440561,-0.21:15.9485391180509,0.695:15.6710553250252,-6.78:13.1362703991658,-3.8:16.2579211463213,-5.65:16.0675916054647,-4.85:14.5707755455913,-6.055:14.1117672528993,2.515:14.7790315988565,1.055:15.3167220709916,-3.32:16.3984023612058,1.19:15.9262016815059,1.82:15.2727731601042,-0.87:15.9057568194663,1.685:15.5963385126125,-11.735:15.7627654616822,1.315:15.6699002868557,-4.36:15.5743507087776,-6.255:16.8187388052731,-2.53:14.7783321115747,-5.965:13.9769014806573,-3.34:13.6584918640383,-2:16.0340263190504,5.115:15.8003726221884,-8.03:11.7969953801805,0.025:15.8595200116523,-0.805:15.4963536033481,-0.67:16.0823225934565,-3.995:15.5011281847484,-7.24:14.8108878869567,-5.15:17.9985416075859,-1.665:14.48940216158,-4.35:15.9099811439235,4.235:15.506765458986,-2.885:14.1266335338608,-0.905:15.4066860485959,-5.29:14.6569403355543,-3.97:13.5454457291002,2.545:14.8535509222543,-0.485:15.9122523547108,-1.445:14.8514973992524,6.67:15.2253440026818,-3.275:16.2009066104339,-7.475:14.7827390898981,-3.13:14.1107441334609,8.23:14.6094866439584,5.135:14.6866189097423,-11.41:13.3015750947021,-10.11:12.7470741740997,-1.66:13.927469260422,-8.125:12.7831676434286,-2.12:16.000174999043,8.265:15.2113370549732,-1.865:16.4047790292951,9.315:14.0444214903997,2.415:16.3239938434196,-0.01:16.0769990980904,7.315:15.3194573990073,-9.74:13.0626337313729,-0.465:15.7511515452046,-13.65:12.8606959376233,7.115:14.2636522321599,-1.87:14.6360206340385,-4.955:16.3628535103142,-1.25:17.1197984801224,-4.435:16.4424990497187,-0.385:16.522916661413,-12.36:12.762460577804,6.935:15.0741757651953,-9.51:14.5110268416815,-1.05:16.7987350714272,-6.49:15.0999966887414,-3.205:14.6387490927333,-0.675:16.5559468167786,-3.425:15.9597736512771,-4.535:15.9890204515474,0.285:14.6769811269212,-7.405:15.6767654508192,-5.32:15.2554121543798,-2.615:14.5642292964647,-9.915:13.6285646713071,-5.73:13.2010264752405,-0.225:16.5757164249392,
-5.815:14.3150541389126,-2.49:15.7505523712662,-10.875:12.7432089757643,-5.815:15.0960516361067,2.81:15.238238087128,-6.57:14.5008654914112,-0.535:15.3045344587805,-7.575:13.5721912379689,7.225:15.7703638195192,8.145:16.1050915862034,-0.82:14.5587636837748,-8.53:14.7166266515122,-6.455:14.127914743514,-7.09:15.408500900477,-6.77:13.8952186020948,-3.68:15.4472521828317,-8.395:11.538586351889,3.62:15.6398721222394,1.655:16.031094005089,2.4:17.4238342508186,-9.355:13.6432758163133,-3.155:16.5653546596504,-3.71:15.7377221985902,-6.855:15.3516766185326,-5.025:14.3197197947446,1.825:13.759882812001,-0.25:15.5131395919717,-4.565:15.0793161317084,1.975:15.5834647944544,6.655:14.6169755763633,1.43:15.7985790500285,3.01:14.4896480288515,-7.99:16.294167668218,-2.945:15.4836034242679,-1.605:16.2150847978048,-4.51:15.6952190172676,-1.475:14.3947690151666,-4.64:14.6458321716453,-1.92:14.9329702336809,-3.985:15.9904588739661,5.54:15.7974175104667,-5.91:11.765708648441,-0.735:16.080260414558,0.03:16.8496023691955,-1.62:16.9447809074063,-4.075:15.6099127159635,-6.67:15.3649308491773,-6.125:16.4751138084081,-3.64:14.5354876079201,-5.795:15.7639771314221,0.865:16.8037726418802,-2.25:15.0272252927811,-1.615:15.6779072264126,-2.6:14.9442296556229,-2.525:13.9738818872925,2.775:14.8362520536691,-1.495:16.5372299675611,-0.14:14.9873413252651,6.655:15.5838369793835,-3.24:16.7437271836351,-8.715:14.1366111568508,-5.58:14.2997762220253,6.78:16.1443984093555,3.73:15.5642892545725,-12.96:14.3582171595223,-12.1:11.0358506695225,-1.545:14.9895955582531,-5.635:13.7586981578927,-5.935:14.7418036549128,4.1:16.796725871431,1.865:15.9805123509855,7.11:14.6180675877491,2.735:16.1302441085062,-0.76:16.48612750163,4.695:15.8584985102626,-9.35:13.4687601508082,3.375:15.0756218777203,-13.17:13.3608046164892,5.79:14.7954689009845,-0.845:14.7851606349069,-3.185:15.7114854485501,-3.345:16.1655799462933,-3.82:16.8177763096076,-3.09:15.4295787369584,-11.815:14.3833506179888,6.245:15.1028134796137,-8.755:13.9969630634649,0.37:16.9113305212807,-3.93:16.4388290337238,-3.105:15.3441837515066,0.945:16.3628229532682,-3.235:16.8851939580213,-7.27:16.0336240444885,-0.965:15.7776352790905,-5.035:16.4400053223836,-7.37:13.650754557899,-4.045:16.0774057297812,-10.18:12.7603918435133,-6.395:13.4899583023818,-3.115:16.2342777788234,
-8.215:13.5705112283952,-3.915:16.6762638201727,-12.735:12.5476999884441,-5.445:15.4177487007669,0.345:15.1220360732277,-6.215:15.0664785202117,-0.325:14.7094994816275,-3.655:15.2553588945,6.82:16.1529440041127,6.57:14.6960913170816,-1.69:15.9186651450428,-10.835:13.7068513889952,-4.385:14.2722379114139,-8.41:14.8799159943865,-4.11:14.9715697239802,-2.72:16.0481026915957,-7.565:11.5644184894875,2.92:15.9045150822023,-3.31:15.5352470208877,-0.425:16.5853662907998,-7.91:14.3851277366591,-1.23:15.1962857304014,-5.855:15.1833453164973,-9.73:13.992037021106,-3.51:14.4339842039542,2.24:14.9148382492067,-0.69:14.3354072143068,-1.99:16.2871083989762,5.105:15.0819088645967,7.03:14.8966137091622,0.205:14.635674736752,0.955:15.8019927540801,-9.015:15.9569663470222,-1.885:15.796258259474,-2.885:16.0044298555119,-4.565:17.3783133531422,-4.58:15.6212547511396,-8.28:13.312835911255,-0.225:14.8692425832656,-2.14:17.039084482448,6.66:15.7519649567919,-6.935:12.2241881120997,-2.795:15.0020990198039,-2.015:15.5764172709901,-1.56:15.2005394641111,-2.825:16.6034446727178,-3.205:15.9180078841544,-8.435:16.0927242877022,-2.565:16.0407535670866,-2.39:16.1597617556695,2.78:16.0748748051112,-2.455:14.4249081452881,1.055:16.4162107381698,-4.735:15.1619515564455,-3.5:13.3940285202026,0.95:15.5854900468352,-2.645:15.5479572613254,3.115:15.1086655598699,5.91:15.8673217651877,-3.715:16.4202245721549,-10.11:13.7817959642421,-4.23:15.3155835670731,6.1:15.9828032585026,0.84:15.3595052003637,-12.885:13.8004266238403,-10.23:11.4195928123554,-0.305:14.4485976828203,-5.71:13.3957418607556,-1.115:15.8758236006829,5.76:16.7628279237126,1.41:16.6604891884962,8.11:14.7257563472984,1:16.1080725103906,-1.615:16.3583854643421,5:16.2228234287377,-9.495:12.4651504202717,4.775:14.9617637663479,-14.025:13.2591242169308,7.34:14.9390227257341,-0.095:15.7332760415624,-4.815:16.5230377049742,0.415:17.2798372388168,-1.17:16.0028466217733,-1.635:15.3695079621958,-10.905:13.6116117708374,9.185:15.5811031380965,-5.765:16.1338084468609,-3.095:15.4501124591376,-5.94:15.92,0.32:15.9106128103226,-2.16:16.3570902057793,-5.755:16.8194820074817,-5.6:14.7319380938151,0.58:14.320740204333,-6.03:16.4078974887095,-2.6:14.4024303504652,0.09:15.5332514303992,-12.17:11.9716790802293,-1.02:15.4893382686285,-3.465:17.0944077112955,
-8.195:13.4352884226577,-4.34:15.2366137970351,-14.63:11.5794257197842,-2.5:15.8518137763475,1.265:16.4698140548095,-4.455:13.9795556081014,1.555:14.7623499145631,-4.955:15.3474093905128,8.57:15.0284763033383,9.385:15.7783641420776,-3.055:15.0363551101987,-11.985:15.1622813257109,-6.905:14.1193475415828,-11.425:14.0738898318837,-6.42:15.0825594644941,-3.605:16.1170398957129,-6.165:13.3134433938031,4.32:15.0946215586877,-3.44:15.6213443723644,0.485:16.5481048763899,-7.755:14.0849201275691,-2.805:16.5035443162976,-7.22:14.1764452526012,-8.855:14.5087551154467,-7.935:14.1386270549866,1.385:15.2442374358313,-0.85:14.9688843939687,-0.54:16.7379329667674,4.215:15.4492321815681,5.635:14.8122170859058,-0.78:15.1987367896151,3.735:15.4862769896447,-3.215:17.8271920110824,-5.22:14.7160320738982,-3.23:15.1412383905677,-5.785:16.7280834227953,-4.87:14.6609378963285,-5.365:14.3468385019139,0.38:15.1365650000256,-3.85:15.7040599846027,3.21:15.3181558942322,-7.895:12.2324966789286,1.845:15.7800815904101,-1.675:15.4508697166211,1.41:15.4680929658442,-3.295:16.0504820799875,-4.065:15.6493058951508,-8.605:15.2328255750534,-5.04:14.2824507700884,-2.745:15.6460849735645,2.605:16.6936806906086,-0.65:14.5742066679459,-2.86:15.2803926651117,-6.525:13.2755178806704,-4.015:13.2659253352339,1.62:15.040797851178,-5.45:16.4474162104569,1.525:15.0043118802563,5.645:15.5694885914728,-2.5:16.5740761431822,-11.08:13.7830910901728,-6.11:14.9217257715051,8.795:14.3733425131387,1.165:14.5350533194756,-11.555:14.2326025378354,-10.23:12.4854755616276,-2.795:15.0480222953051,-7.76:13.3821672385305,0.475:15.9009237153066,8.735:14.8964685412349,2.805:15.5392076696336,8.465:15.0588437471142,0.57:15.1886503679557,-4.5:15.7270467666374,6.83:16.1217585889381,-8.47:13.0007345946296,2.48:14.9843117960085,-14.535:11.6476939777795,7.83:13.8130771372638,-0.855:15.0905260014355,-7.21:14.4064534150498,-2.605:17.4177775562785,-2.725:15.6514975321852,-2.105:14.8227519374777,-10.555:13.2365771633002,9.34:15.1484124580763,-9.1:14.1046091757269,-3.865:15.837511641669,-6.355:16.1325439717361,-4.655:14.373794732081,-3.615:15.5237487418471,-6.955:14.6701388882314,-3.6:15.997499804657,-2.465:15.251517137649,-0.675:16.4996780271616,-4.56:14.8086596287443,-3.845:15.9962800363084,-11.675:12.2572172616789,-1.885:15.3489991530393,0.245:16.2700637675456,
-5.91:14.540010316365,0.87:17.1672100237633,-15.35:10.910889056351,-3.285:14.7805201194004,1.28:14.9365859552978,-3.495:14.8387996482195,-1.775:15.219210721979,-4.07:14.5874980719793,4.655:15.6673537969882,6.845:15.4900282440027,-4.705:14.6477976160241,-8.14:16.5351262468721,-6.24:14.7014421061337,-4.305:15.0123940462539,-6.325:16.025897010776,-1.56:15.1883639671954,-6.045:14.0083180646357,4.945:15.7286990879729,-2.795:16.0475223944383,2.485:16.3795535653448,-6.575:14.0749555949566,-3.1:15.4395595792108,-3.815:15.3733787763133,-8.325:13.8772971071459,-5.56:15.4556268070887,-0.865:14.2767914812818,-0.245:14.9824889454323,-0.575:15.9208785875654,2.77:16.1752001533211,5.775:15.1909306824829,-1.39:16.026474971122,-0.18:15.7920106382943,1.065:16.2348629498373,-3.225:14.8028502323032,-3.035:15.8900527060171,-5.95:16.4468082009854,-5.005:14.6364263056253,-7.195:14.1307103501558,0.445:15.4093145532175,-3.1:15.9210552414091,2.055:15.7010182790799,-6.325:13.1346631094977,-0.535:16.1743245608588,0.305:14.8152615569216,-1.665:15.1816591649266,-5.505:15.6028835476011,-8.195:14.1257557319954,-7.68:14.6026572924246,-3.645:15.1452624605848,-6.53:15.5502122172014,0.91:18.2008763525277,-2.325:14.1753086386152,-6.78:14.887968296581,-7.495:14.1679206307771,0.47:15.2934332312924,-1.235:16.5589786822739,-5.525:16.884589867687,1.83:14.7092181981232,4.705:15.6252351982298,-4.19:15.2425030752826,-10.655:14.0977294271099,-4.36:15.1486104973361,6.22:16.1192927884569,-0.22:15.843345606279,-13.695:13.509329183938,-6.955:12.5735028929889,-3.95:15.9655097006015,-5.945:14.6212849982483,-3.7:14.7006802563691,7.88:15.7497809508577,0.435:17.4478014374304,7.325:14.9187591642201,2.81:15.2965322867636,-3.075:16.0688946415116,2.065:17.4800107265413,-9.775:13.0351208279785,1.63:15.20536418505,-12.74:12.4427649660355,5.41:15.3604003854066,-2.23:15.036858049473,-7.12:14.3022935223691,-3.795:17.3428075870085,-1.505:17.1577963328628,-2.045:15.5071910738212,-12.025:14.1793644074761,7.345:14.7168602290027,-7.695:15.1440409072348,-4.985:15.3673281672515,-9.11:15.1936796069945,-3.64:16.3012392166976,-3.52:15.2091945874856,-6.475:14.9050117410219,-6.325:14.805045592635,-2.285:15.1219633315254,-0.815:15.9217076659509,-3.96:13.9534368526181,-2.77:15.6632404054844,-9.76:13.6851160024313,-1.66:15.7151010178109,-0.955:14.8984218962949,
-7.755:13.9679982459907,-1.395:17.4114610242794,-13.725:11.6545860072334,-0.41:16.2265800463314,1.93:14.9988366215517,-1.13:14.7279699891058,-1.62:14.9751661092624,-3.085:14.3693345357396,5.435:15.7558171796959,6.02:16.1712584544308,-3.92:15.3575258424005,-8.185:15.5868782955408,-8.58:13.5223370761122,-5.59:14.00256762169,-7.635:14.8402080511022,-3.605:14.9123765711573,-9.495:13.6568654895624,5.965:14.0589393269905,-3.09:15.0113923404859,4.3:16.1424905141679,-4.92:13.9446620611616,-3.99:15.9037699933066,-3.98:15.5086943357589,-8.615:14.4113418875551,-7.265:14.9457276504023,0.275:14.5158318741986,1.275:16.6026917998257,0.145:16.0873855862287,1.55:15.8350086832941,5.805:14.3619975978274,-0.99:15.7714901008117,1.45:16.0174124002599,6.27:15.905568207392,-3.355:15.2849263982526,-1.545:15.4569717279938,-3.965:15.9716553619216,-8.385:13.9447759035418,-3.745:15.7546810504053,1.96:15.4203891001492,-4.915:14.4560636066669,1.78:16.4435884161578,-4.705:12.8416500108047,-2.765:14.2558680900182,0.345:16.9309177246834,-1.145:15.7335302777222,-6.94:15.1091495458877,-0.625:15.9841914090141,-3.81:15.2569295731481,-5.53:15.5450667415743,-7.235:14.4273966813143,-0.775:16.7560250357894,-4.005:15.3689614157886,-3.98:15.5906895293313,-6.52:14.1661427354097,-3.125:14.4315409780106,-1.235:14.9211184232282,-6.025:16.8669610481557,4.57:14.8558103111207,5.83:15.4971319927269,-4.15:16.3284261335868,-9.14:15.0963704247081,-3.28:14.0464087937095,8.345:15.6306101928236,-2.845:15.065224027541,-13.49:13.9706800120824,-5.915:13.2739509943347,-5.005:14.390794800844,-7.24:13.3832880862664,-4.27:16.9692987480332,5.75:15.5687989260572,1.725:16.6201496683995,7.49:15.3935018757916,3.795:14.8708767394529,-2.015:17.0174843910609,5.52:16.926594459607,-10.99:12.9869126431188,1.95:15.3726217672848,-12.475:13.6831785415524,6.78:14.551687187402,-3.32:15.1679794303658,-8.34:15.1229758976202,-0.785:17.2063585630429,-2.015:16.1643055835999,-2.215:14.6512380022986,-11.54:12.6264959509755,7.175:16.0933021782355,-7.3:16.0704698126719,-4.23:15.6976781722648,-9.175:13.7322385283682,-2.295:15.8747590532896,-3.505:15.0966875505854,-4.675:15.7518054520744,-5.63:14.8984260913695,-3.575:14.3385625151198,-3.395:15.5292940921344,-5.015:14.4102316081318,-3.235:15.5264218350527,-6.82:13.8371817939926,0.505:15.3779054165384,1.445:14.8669759870661,
-6.915:14.1960478655152,3.015:15.6100856820198,-13.145:10.7575078433622,-2.035:16.3059429350161,0.625:15.5375150844657,-3.33:14.8546659336385,-4.91:15.3111691258375,-3.31:13.4771621641947,5.31:16.1914761525934,4.24:16.8713484938223,-0.365:16.5079306698326,-6.755:16.6133974550662,-5.48:14.8070793879144,-6.05:12.903391027168,-4.875:15.3019402364537,-3.635:15.4541830906716,-7.76:14.700421762657,6.21:15.5185662997585,1.32:17.4661844717156,0.1:16.0965834884301,-5.495:13.9653132796941,-2.145:14.6045874642182,-1.86:16.3165682666423,-7.845:13.9287822511517,-4.38:16.2337795968776,-0.27:14.1161999135745,0.74:16.0590286132132,-3.71:17.0916909637402,2.325:16.7585612449279,6.025:14.9868066978927,1.28:16.3383475296616,-0.19:15.2142663313089,5.02:16.2456024819026,-3.86:15.0486012639049,-1.225:16.5455243192834,-2.86:16.8665467716424,-2.935:14.5145022305279,-4.735:14.2921228304266,3.11:14.9317748442709,-0.89:15.6450599231834,-4.56:14.7100781779024,-0.88:15.725635122309,-4.54:15.0179359433978,2.25:15.5389027926685,1.06:14.9711856577894,-7.48:14.9816420995831,2.01:16.6180594534982,-10.505:14.6608313202219,-6.36:15.4570501713619,-3.64:15.6192317352679,1.32:16.0940237355361,-2.855:15.2451295501219,-2.56:16.301116526177,-4.985:14.6960802597155,3.135:16.2590520941413,-2.035:15.0775918169978,-8.43:15.1378697312403,-1.155:15.9157461339392,5.14:16.2293068243841,-2.88:16.8432657166002,-7.565:14.664098165247,-6.485:13.8390669844466,7.605:16.1647448170393,-3.14:13.9068472343662,-13.495:13.6389139963562,-7.495:11.8654951434822,-4.85:14.0580048371026,-6.345:13.1531735714237,-2.91:16.3352961405663,7.58:16.6716405911356,0.79:16.4418946596796,7.185:14.8496052136075,-0.82:16.5555912005582,-5.81:16.7022124282982,4.735:15.7627654616822,-11.54:11.9711486499834,1.685:15.2110412201138,-7.375:14.1345100728678,6.425:14.5583094829036,0.73:15.3713076867259,-6.225:14.7568416336288,-6.38:16.3705711568045,-1.985:16.1159788719147,-5.075:14.3481488353028,-10.975:13.7497045422802,8.765:15.1914375554126,-0.575:16.2500576922053,-3.85:14.5102549943135,-6.62:15.5221003733387,-6.105:14.5466138671514,-5.95:15.2324489167041,-5.36:16.0524266078372,-2.52:15.6964836826596,-3.845:15.105329357548,-2.285:15.8784059338461,-4.255:15.4227097165187,-3.44:16.1330840201122,-6.025:14.9944781503059,1.91:15.4049310287323,0.36:15.9235799994851,
-7.6:13.5528594768779,2.96:16.0688643033663,-13.375:11.3553676734838,-2.45:15.9871041780555,1.955:15.0997673823142,-2.49:14.8199156542809,-3.43:15.2563134472257,-1.47:13.8852115576249,6.04:15.3166053680311,5.695:15.8944007436581,-4.24:15.9129632689829,-0.395:17.8541024697407,-6.935:14.0417511372336,-5.84:14.6346984936486,-5.805:13.8898155135337,-3.185:14.3871739754547,-6.37:15.1073856110182,3.17:15.7458280188753,0.31:16.1679899802047,-0.135:16.7480379447862,-6.68:14.4314794806354,-0.525:16.3661044540233,0.085:15.8892345630619,-11.66:13.1097063277558,-7.07:15.5124176065499,1.07:15.1329144582265,-2.475:15.3762601109633,1.455:16.7328412112229,4.755:16.2574590573066,5.1:14.1947173272313,0.87:15.5766844995975,-4.035:14.5541669290963,6.77:16.2387530309442,-5.16:15.433871840857,-1.97:16.2197133143592,-4.775:16.0400865022605,-5.105:13.7631382685781,-2.61:15.9077936873722,1.735:14.7788624393084,-1.465:15.8555597504472,-2.135:15.5774444309713,-1.28:16.1691558221201,-2.06:14.7684257793443,-0.03:15.7149323892914,1.195:15.4135322038785,-7.255:14.1492040412173,-0.58:15.3392829037084,-10.845:13.3270767612406,-2.65:16.1928224840514,-1.595:15.6891993103536,3.08:16.173237152778,2.705:15.7790359337952,-6.575:15.0563732352781,-5.8:13.4974071584138,-1.43:14.5260145945128,-0.45:16.0641682013106,-6.495:16.2280613444737,-0.715:16.0494166560657,6.72:14.930224378756,-2.2:16.5900572633129,-10.845:13.5100323833809,-7.845:14.3934351355054,7.035:15.5965949809566,-1.83:14.7149957526328,-12.46:13.0731939479226,-7.59:12.893095051228,-4.945:13.7852085584513,-7.6:13.3783407042877,4.235:17.0874156910868,6.925:15.6099127159635,1.235:15.8173883748234,7.365:14.6315335833261,0.495:15.6926726531844,-5.075:15.3081473405504,3.08:16.6848314345695,-11.48:12.3178569564677,2.385:14.2255676512398,-6.79:16.0426275902671,5.575:14.9246231108193,1.295:16.3146552216098,-4.39:15.4330133156166,1.45:17.030780956844,-3.05:16.04392408359,-3.665:15.112338502032,-9.79:12.4621787822194,6.89:15.2446023234455,-4.485:15.4463515109556,-3.2:15.3029408938282,-5.795:15.2096342822568,-0.42:16.6133560727506,-2.665:15.2526317401293,-5.64:14.3680339643251,-5.16:15.2100098619297,0.7:14.8094564383707,-3.63:16.0559365967856,-6.955:16.03411909024,-4.71:14.8740008067769,-7.71:14.1840015510433,1.32:15.5761869531667,-1.825:14.9727878165691,
-8.04:14.5106305858843,3.39:16.0433132488274,-13.95:11.1905093717847,-6.24:15.9091923113651,1.025:15.3190853186475,1.095:15.5433579061926,-2.53:14.7349618255359,-2.19:14.4797755507466,6.82:15.807517199105,7.39:16.1498575845114,-6.3:16.4863579968409,-3.13:15.7722255880392,-9.31:13.2587292000403,-5.455:15.2301666110388,-6.45:14.9083030556801,-4.935:15.0230081874437,-5.465:16.1743245608588,6.635:14.4045747941409,0.115:16.4448099715381,-2.78:15.5345292815714,-5.79:14.7575709383354,2.7:15.7927198417499,-1.815:15.7524847246395,-12.13:12.0931013391934,-4.365:15.9922410874774,0.415:15.767776476092,-4.285:15.3076377994777,7.03:15.7898416711505,2.995:15.9726320623747,5.215:14.0502233078339,2.565:15.1193840813705,-4.82:14.8965633620644,4.77:16.391067689446,-3.78:15.5853007670689,0.9:16.5607970822663,-4.27:16.1234952786299,-5.43:15.3494332142917,-2.835:15.3237650399633,2.235:15.4563829856794,-2.905:15.8809941439445,-2.395:15.7076088250249,-2.545:16.0990054040615,-4.35:13.2886229534892,-3.125:16.0664051673049,-2.185:15.3668726486556,-6.695:14.8476252309923,-2.19:14.664034233457,-9.16:14.7229209058529,-5.01:15.3202447761124,-2.845:15.8382756321514,2.245:16.532542907853,2.29:16.2152983321307,-4.585:14.8243979641671,-4.04:14.6621417262281,-1.27:15.4672912948583,-1.65:15.7276031231717,-6.6:15.7321327225523,-1.26:16.5415355998166,4.78:15.8846340845485,-4.995:17.1456984401336,-9.965:12.9801300070531,-8.61:13.6219638819078,6.5:16.1715800093868,-1.88:15.0826257660926,-15.1:11.4895604789739,-8.98:12.9745751375527,-3.795:14.3472288265017,-7.595:14.8452340837051,2.895:17.2126109291996,6.49:15.6304158613903,-0.51:15.8316107834926,9.355:13.8610596636765,-0.93:15.7109866017383,-5.715:15.3952517030414,2.32:15.804670195863,-10.525:13.0659624597654,0.95:13.718144918319,-9.325:15.5653260486249,8.56:13.7140949391493,0.085:15.5922344453898,-6.59:16.0608810468168,0.885:15.9006847336836,-4.1:16.0760691712869,-3.5:14.961617559609,-11.085:13.2603836671493,6.74:15.1202645479502,-4.02:15.7174934388407,-3.71:14.7809302819545,-5.865:16.0828099223985,-2.035:15.6541935276143,-1.51:15.7470600430684,-0.265:16.5358632976933,-3.38:14.967150697444,1.88:15.7129118879984,-2.81:15.3640456911583,-4.375:15.2664460500799,-6.88:15.1748344307277,-5.305:14.6636276207492,-0.29:14.6487507999829,-1.075:15.1660599695504,
-5.805:13.4850648867553,0.23:15.6820630020415,-11.77:13.0287029285344,-7.195:15.5742407519596,3.96:15.0873589471451,-0.18:15.6721919334852,-2.535:15.5089901347573,-3.26:13.7913886175396,4.53:15.6939192045837,5.04:16.7158128728459,-5.96:16.3596576981305,-1.135:16.3005145624302,-7.875:14.4727113907519,-9.08:16.6590395881635,-4.46:14.8932333628397,-3.955:14.3587246996382,-4.355:15.3231516014167,6.145:15.6889762253628,-0.915:16.6017401196381,-4.97:15.5122242118917,-2.4:15.0797877969154,2.58:15.2759156845015,-2.82:15.6277829521657,-12.51:12.7882719708333,-3.13:15.8805887800169,0.27:15.8926744130747,-3.67:15.1545735670787,6.455:15.8608945208018,2.85:16.0398721940045,5.935:14.6263725851627,-1.81:14.8692266106883,-6.11:14.5357455949119,4.32:16.3752129757142,-5.49:13.9276667105442,-1.725:15.456370046036,-2.085:16.1872720061164,-4.31:14.8210627149338,-2.39:15.7199840966841,2.755:14.6439398728621,2.225:16.9650928379423,-3.045:15.3747512174994,-2.285:15.6784493812366,-3.125:13.5436101169518,-6.155:15.6067605543239,-3.245:14.7032300872971,-7.27:14.5693891429943,-1.505:15.770858410372,-3.23:16.3547271453852,-9.255:14.0975166252784,-2.38:15.4377977704075,-0.97:16.1334776164347,-0.51:17.1242488886374,-5.145:14.4618109170325,-6.205:13.496406003081,0.585:16.0468930014505,-1.185:15.3502695416074,-8.305:16.384198942884,-2.805:17.4415301794309,7.665:14.7554320506043,-6.525:15.0757877074467,-10.01:12.7451912500362,-7.035:14.4018670664605,5.845:16.5481411342785,-2.715:14.0571609864866,-12.925:13.144176467166,-2.99:14.7302376084027,-1.235:15.2285841429858,-7.48:14.4076229822966,7.695:16.4642635729631,5.345:16.9730956221898,-1.77:16.0470277621745,6.365:14.8681463202378,-2.15:15.8945745460519,-1.86:16.4505440639512,2.715:16.3408621253592,-12.29:11.698970040136,3.515:14.7149507304646,-7.165:15.1722699356425,8.185:13.7626587184308,0.915:16.3339454817261,-5.23:15.8021232750539,-0.685:17.5033075445757,-4.74:16.0826739070342,-3.22:14.7296164240621,-11.305:12.9449594437372,6.72:16.0269023831806,-4.4:15.1370406618995,-7.04:15.5774965896321,-3.61:15.3182211761027,0.315:15.7716763535142,-2.37:15.4454880143037,-0.325:15.987788308581,-2.58:15.6784438003266,0.755:15.7469036638953,-3.03:15.8861291698135,-9.145:13.8900674944364,-4.905:14.944764133301,-6.33:14.0993297713047,-1.835:14.6279791837424,-2.505:16.6156545161483,
